# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  215,20240420,  344,   77,   79,  100,   15,   60,    3,  160,   15,   74,   48,   24,  109,   14,   41,   24,   67,   47, 1603,    7,    7,    3,   17,10226,10249,   21,10179,    1,   61,    5,   80,   24,    7,   72,   80,    5,   60,    8,   22
  215,20240421,   19,   48,   53,   80,    2,   20,   24,  220,    4,   65,   26,   24,  113,   14,   12,   24,  100,   70, 1931,   12,   23,    9,    4,10259,10288,   22,10219,    3,   57,    4,   82,   13,    4,   73,   87,    4,   50,   14,   26
  215,20240422,   22,   32,   33,   60,   17,   10,    1,  110,   11,   56,    8,    5,  107,   12,  -10,   24,   58,   41, 1259,    8,   10,    8,   11,10257,10281,    1,10240,   17,   65,    1,   83,   18,    6,   70,   95,    5,   40,   18,   16
  215,20240423,  317,   30,   38,   70,   16,   10,    1,  120,   19,   56,  -21,    5,  100,   13,  -41,    6,   84,   58, 1989,    7,   18,   16,   18,10196,10239,    1,10144,   24,   63,   18,   82,    8,    6,   74,   97,    4,   41,   10,   26
  215,20240424,  332,   69,   70,  100,   13,   20,   24,  170,    3,   70,   25,   24,  105,   14,   12,   24,   84,   58, 1812,    6,   11,    6,    5,10105,10135,    1,10091,   24,   68,   11,   77,   17,    6,   72,   85,    5,   63,   13,   24
  215,20240425,  230,   29,   36,   80,   16,   10,   20,  140,   16,   63,   31,    3,   99,   12,   12,    6,    9,    6,  867,   69,   55,   26,   18,10041,10085,    1,10010,   24,   57,   19,   81,   10,    8,   80,   96,   20,   55,   11,   11
  215,20240426,  276,   21,   27,   40,    7,    0,   22,   80,    7,   74,   25,    5,  109,   13,   16,    6,  100,   69, 1946,    9,    5,    5,   23,10040,10064,   22,10010,    1,   60,    4,   80,   12,    7,   80,   97,    2,   64,   16,   26
  215,20240427,  118,   25,   33,   40,    4,   20,    1,   80,   12,  114,   69,    3,  163,   13,   60,    6,   14,   10, 1025,   30,   44,   22,    7,10043,10054,    1,10027,   24,   45,    8,   77,   13,    8,   82,   95,    8,   66,   13,   16
  215,20240428,  195,   58,   68,  130,   14,   20,   22,  210,   14,  113,   36,   24,  154,    9,   14,   24,   28,   19, 1034,    5,    2,    1,   10,10076,10164,   24,10013,    3,   58,   15,   81,   11,    6,   76,   95,   23,   64,   11,   16
  215,20240429,  175,   31,   32,   60,   10,    0,   23,   90,   11,  123,   20,    5,  190,   15,    2,    6,  128,   87, 2328,    0,    0,    0,    1,10183,10195,    9,10166,    1,    7,    5,   83,   17,    4,   76,   98,    2,   50,   15,   36
  215,20240430,  129,   20,   24,   50,   10,    0,   21,   80,   12,  156,  103,    1,  206,   14,   78,    6,   44,   30, 1565,    0,   -1,   -1,    1,10146,10177,    1,10119,   24,   60,    6,   82,   14,    8,   81,   97,    1,   59,   14,   26
  215,20240501,  355,   31,   40,   80,   11,   10,    3,  130,   11,  169,  137,    5,  198,   16,  129,    6,  116,   78, 2324,    5,    4,    3,    1,10066,10123,    1,10004,   24,   59,   19,   75,   10,    7,   82,   96,    3,   73,   11,   40
  215,20240502,  213,    9,   47,   60,   14,   20,   12,  110,   20,  166,  126,   18,  242,   13,  127,   24,  120,   80, 2390,   22,   66,   49,   23,10005,10045,   23, 9988,    8,   21,   23,   81,    8,    6,   80,   96,   23,   58,   12,   41
  215,20240503,  230,   49,   52,   70,    1,   10,   24,  130,   16,  107,   50,   24,  131,    1,   27,   24,    7,    5,  483,   58,   70,   19,    4,10087,10140,   23,10023,    1,    1,   24,   75,   18,    7,   91,   98,   23,   75,   18,    7
  215,20240504,  140,   16,   25,   60,   16,   10,    1,  130,   16,  112,   45,    2,  179,   15,   20,    6,   50,   33, 1654,   46,   65,   21,   16,10125,10145,    7,10092,   24,    2,    1,   83,   14,    7,   84,   99,    2,   55,   15,   25
  215,20240505,  311,   11,   25,   40,    8,   10,    2,   70,   12,  124,   75,    5,  162,   18,   67,   24,  120,   79, 2528,   30,   10,    4,    1,10091,10101,   12,10081,   24,   50,   21,   81,   17,    6,   81,   97,    1,   63,   17,   39
  215,20240506,   75,   33,   35,   50,   10,   10,    5,   80,    9,  152,  101,    2,  193,   15,   74,    6,   41,   27, 1803,    0,    0,    0,    1,10091,10137,   24,10072,    3,   69,    5,   83,   17,    8,   70,   86,    2,   56,   13,   30
  215,20240507,  358,   42,   45,   70,   18,   10,    5,  100,   13,  138,  106,    5,  175,   14,   93,    6,  133,   87, 2621,    0,    0,    0,    1,10207,10260,   24,10142,    1,   64,    5,   82,   12,    5,   75,   87,    4,   56,   13,   42
  215,20240508,  343,   36,   37,   50,    9,   10,   24,   90,    9,  113,   69,   24,  142,   16,   43,   24,   31,   20,  816,    0,   -1,   -1,    1,10281,10296,   22,10259,    1,    2,   24,   70,    1,    6,   89,   98,   22,   81,   16,   12
  215,20240509,  323,   16,   18,   40,   11,    0,    3,   60,   11,  117,   48,    4,  168,   15,   35,    6,   88,   57, 2032,    0,    0,    0,    1,10273,10290,    1,10255,   18,    1,    1,   77,   16,    4,   86,  100,    5,   62,   16,   31
  215,20240510,    5,   24,   25,   50,   16,   10,    1,   70,   15,  146,   74,    2,  197,   16,   55,    6,  116,   75, 2410,    0,    0,    0,    1,10243,10252,    8,10231,   18,    0,    1,   75,   13,    7,   81,   99,    2,   66,   13,   39
  215,20240511,   70,   37,   38,   50,   15,   20,    1,   80,   13,  171,  115,    5,  222,   15,  104,    6,  131,   85, 2568,    0,    0,    0,    1,10219,10237,    1,10197,   24,   56,    2,   83,   20,    7,   70,   92,    2,   54,   16,   44
  215,20240512,  102,   44,   47,   70,   13,   30,   19,  120,   13,  197,  130,    5,  248,   13,  119,    6,  119,   77, 2519,    0,   -1,   -1,    1,10147,10193,    1,10107,   24,   73,   12,   83,    1,    7,   59,   74,   24,   44,   13,   46
  215,20240513,  160,    9,   28,   40,    8,   10,   16,   80,   17,  186,  154,   24,  223,   17,  119,   24,   96,   62, 2078,    0,    0,    0,    1,10094,10110,    5,10065,   24,   57,   12,   75,    1,    5,   81,   98,   24,   72,    9,   37
  215,20240514,  136,   20,   43,   80,   11,   10,   22,  130,   11,  189,  144,    1,  268,   14,  108,    6,  103,   66, 2145,   19,   34,   21,   20,10047,10066,   19,10029,   13,   21,   24,   81,    9,    4,   77,   98,   24,   41,   14,   38
  215,20240515,  318,   15,   20,   40,   11,   10,    1,   60,   11,  156,  125,    4,  189,   10,  106,    6,   24,   15, 1002,   64,   48,   13,   19,10064,10073,   20,10053,    3,    1,    3,   75,    8,    8,   92,   99,    3,   77,    9,   17
  215,20240516,  289,   16,   29,   60,   14,   10,    1,  110,   14,  153,  132,   19,  202,   14,  129,   24,   29,   18, 1460,   19,    5,    2,    3,10051,10077,   23,10031,    8,   11,    2,   80,   14,    8,   89,   98,    1,   66,   14,   24
  215,20240517,  334,   41,   42,   60,   15,   20,    1,   90,   16,  137,  129,    2,  155,   12,  122,   24,    5,    3, 1053,    6,   11,   11,   18,10092,10102,   21,10077,    1,   33,   22,   70,    9,    8,   93,   97,   18,   88,   12,   17
  215,20240518,  298,   26,   28,   40,   12,   10,    9,   70,   23,  161,  129,    1,  217,   11,  115,   24,  122,   77, 2661,    0,    0,    0,    1,10109,10118,   21,10096,    1,    8,   24,   66,   14,    5,   88,   98,   24,   69,   10,   45
  215,20240519,  344,   43,   44,   70,   15,   20,    4,  110,   16,  164,  124,    4,  205,   14,  125,   24,  112,   71, 2393,    0,   -1,   -1,    1,10118,10129,   22,10109,    3,    1,    2,   77,   16,    3,   82,   99,    1,   59,   16,   41
  215,20240520,  351,   32,   35,   50,    4,    0,   22,   90,    4,  140,  107,   23,  177,   13,   77,   24,    8,    5,  844,   30,   26,   13,    7,10116,10129,    9,10101,   24,    1,   21,   70,   17,    6,   94,   99,   20,   85,   12,   14
  215,20240521,   52,   10,   30,   50,   17,   10,    2,   90,   17,  166,  101,    4,  235,   13,   74,    6,   58,   36, 1659,   79,  288,   89,   17,10076,10100,    1,10051,   24,    1,    2,   80,   11,    7,   85,   99,    4,   59,   14,   28
  215,20240522,  220,   50,   52,   80,   17,   10,    2,  140,   17,  153,  132,   24,  185,   15,  119,   24,   40,   25, 1071,   20,   21,   16,    1,10076,10114,   24,10041,    4,   56,    5,   78,   17,    7,   83,   98,    1,   69,   17,   18
  215,20240523,  236,   40,   44,   70,   11,   10,   24,  120,   11,  152,  118,   24,  183,   12,   88,   24,   79,   49, 2046,    0,   -1,   -1,    1,10143,10174,   24,10113,    2,   64,    4,   80,   15,    5,   78,   91,   24,   63,   15,   34
  215,20240524,  341,   22,   25,   40,   13,    0,    4,   70,   18,  140,   99,    4,  173,   13,   72,    6,   14,    9, 1006,   91,   83,   22,   14,10186,10197,   14,10173,    1,    1,    4,   62,   12,    7,   93,  100,    5,   83,    9,   16
  215,20240525,  266,   11,   28,   50,   13,    0,   20,   80,   12,  144,   95,   24,  184,   10,   61,   24,   36,   22, 1367,   50,   62,   21,    1,10163,10173,    1,10153,    8,    1,   21,   75,   10,    6,   90,   99,   22,   77,   10,   22
  215,20240526,  167,   25,   35,   60,   16,   20,    1,  170,   16,  150,   97,    1,  215,   16,   62,    6,   35,   22, 1256,   21,   70,   61,   16,10144,10164,    1,10121,   15,   50,    1,   80,   14,    6,   84,   97,    1,   65,   15,   21
  215,20240527,  241,   38,   40,   70,    8,   10,   23,  110,    8,  142,  101,   24,  180,   13,   72,   24,   73,   45, 2093,    0,    0,    0,    1,10164,10174,   22,10149,    1,   65,    5,   81,   14,    8,   74,   89,    3,   54,   14,   34
  215,20240528,  208,   47,   50,   70,   15,   30,    1,  150,   22,  144,   98,    1,  185,   13,   70,    6,   64,   39, 1677,   77,  186,   42,   21,10146,10172,    7,10100,   24,   28,   23,   80,   11,    6,   84,   96,   17,   61,   13,   27
  215,20240529,  248,   54,   56,   80,   14,   10,   23,  130,   10,  149,  128,   24,  176,   16,  121,   24,   54,   33, 1750,   49,  130,   51,    1,10079,10092,    1,10066,   23,   42,    1,   80,   15,    7,   85,   96,    1,   69,   15,   29
  215,20240530,  281,   35,   37,   60,   11,   10,    2,   90,   11,  137,  117,    3,  161,   10,  105,    6,   27,   17, 1440,    7,    9,    6,   14,10073,10094,   24,10057,    3,   38,   21,   75,    9,    8,   88,   97,    1,   79,   10,   23
  215,20240531,  348,   42,   50,   90,   17,   10,    5,  140,   17,  149,  127,    2,  191,   13,  116,    6,   38,   23, 1470,   18,    9,    4,   24,10128,10165,   21,10091,    4,   25,   24,   75,   10,    8,   87,   96,   24,   72,   10,   24
  215,20240601,  355,   76,   77,   90,    7,   70,    1,  130,    5,  143,  132,   24,  155,   12,  124,   24,    0,    0,  586,   18,    9,    4,    7,10195,10232,   24,10157,    1,   42,   17,   65,   24,    8,   90,   96,    1,   81,   24,   10
  215,20240602,  349,   51,   52,   70,    5,   10,   23,  110,    3,  132,   78,   24,  165,   15,   52,   24,   24,   15, 1655,    0,    0,    0,    1,10240,10249,   10,10228,   24,   60,   24,   75,   18,    7,   77,   97,   24,   67,   14,   26
  215,20240603,  275,   22,   24,   40,   11,   10,    1,   70,   11,  138,   76,    1,  166,   14,   53,    6,   33,   20, 1741,    0,    0,    0,    1,10203,10227,    1,10174,   24,   14,   24,   77,   10,    8,   85,   98,   24,   69,   10,   28
  215,20240604,  229,   35,   42,   70,   20,   10,    1,  140,   20,  161,  114,    1,  209,   14,   98,    6,   10,    6, 1160,   20,   29,   15,   24,10114,10168,    1,10074,   19,   28,    1,   75,   17,    8,   82,   98,    1,   65,   14,   20
  215,20240605,  272,   38,   41,   70,   13,   10,   21,  110,    1,  122,   75,   23,  148,   13,   44,   24,  140,   85, 2977,    0,   -1,   -1,    1,10134,10162,   23,10092,    1,   58,   23,   81,   16,    3,   72,   97,   23,   53,   15,   46
  215,20240606,  267,   17,   28,   50,   11,   10,   20,  100,   14,  126,   75,    3,  171,   13,   45,    6,   81,   49, 1971,    0,    0,    0,    1,10173,10189,   21,10156,    3,   49,   22,   82,   10,    6,   75,   98,   22,   46,   15,   31
  215,20240607,  247,   29,   35,   70,   11,   10,    1,  110,   11,  138,   87,    2,  178,   13,   52,   24,  128,   77, 2637,    0,    0,    0,    1,10178,10189,   11,10156,   24,   50,    1,   81,   17,    3,   74,   97,    1,   49,   15,   42
  215,20240608,  250,   33,   42,   80,   13,   10,   21,  120,   10,  126,   68,   24,  173,   12,   36,   24,   49,   30, 1827,    5,   11,   11,   17,10125,10147,    1,10114,   11,    2,   22,   75,   12,    5,   85,   99,   22,   69,   12,   29
  215,20240609,  271,   44,   46,   80,   11,   20,    1,  140,   11,  129,   67,    2,  158,   13,   34,    6,  123,   74, 2667,    4,    9,    8,   22,10108,10129,    1,10088,   24,   58,    1,   81,   16,    5,   75,   98,    1,   60,    9,   42
  215,20240610,  303,   32,   50,  120,   15,   10,    3,  190,   15,  116,   98,   15,  152,   12,   80,   24,    8,    5,  826,  127,  322,   83,    8,10065,10126,   24,10014,   13,   57,    7,   75,   12,    8,   87,   97,    3,   72,   13,   13
  215,20240611,  300,   53,   54,   70,    7,   30,   23,  120,   12,  123,   94,    3,  154,   11,   77,    6,   97,   58, 2407,    6,   10,    4,    6,10161,10190,   23,10130,    1,   64,   24,   80,    9,    6,   75,   87,   22,   65,   16,   37
  215,20240612,  299,   38,   42,   60,    7,   10,   23,  110,   10,  118,   94,   24,  147,   14,   82,    6,   38,   23, 1803,   20,    8,    4,    1,10199,10207,   12,10188,    1,   65,   22,   80,   10,    8,   76,   96,   24,   65,   10,   28
  215,20240613,  236,   21,   32,   60,    9,   10,   20,  100,    9,  137,   96,    2,  175,   15,   89,    6,   66,   39, 1926,    0,   -1,   -1,    1,10147,10190,    1,10091,   24,   65,    1,   81,   10,    7,   75,   93,    2,   59,    9,   31
  215,20240614,  185,   42,   45,   70,    7,   10,   24,  110,    7,  148,  120,   24,  184,   16,  105,   24,   36,   22, 1114,   36,   35,   12,   21,10045,10082,    1,10000,   24,   41,   23,   75,    6,    8,   84,   98,   24,   71,   18,   18
  215,20240615,  213,   65,   68,  100,   11,   20,    1,  170,   10,  140,  113,    5,  178,   12,  102,    6,   51,   30, 1415,   28,   50,   16,    5,10019,10041,   22, 9985,    4,   43,    1,   80,   10,    6,   80,   97,    1,   64,   11,   23
  215,20240616,  213,   53,   56,   70,    6,   20,   21,  130,   12,  148,  118,   22,  181,   15,   88,   24,   67,   40, 1748,   10,   38,   30,   12,10050,10078,   24,10036,    1,   66,   21,   81,   16,    7,   79,   88,    3,   64,   16,   29
  215,20240617,  245,   33,   37,   60,   11,   10,   21,  100,   12,  155,  101,   24,  194,   15,   71,   24,  130,   78, 2933,    0,    0,    0,    1,10113,10144,   23,10077,    1,   33,   24,   81,   18,    5,   75,   97,   23,   53,   18,   49
  215,20240618,   38,    9,   13,   30,   12,    0,    1,   50,   12,  152,   94,    2,  184,   11,   66,    6,    0,    0,  858,   20,    4,    2,   15,10141,10158,   24,10132,   12,    1,    2,   80,    8,    8,   86,   99,    2,   68,    8,   14
  215,20240619,  359,   44,   45,   70,   13,   10,   23,  110,   13,  148,   89,   24,  184,   12,   65,   24,  141,   84, 2921,    0,    0,    0,    1,10202,10231,   22,10159,    1,   50,    2,   80,   13,    2,   81,   97,    4,   66,   13,   48
  215,20240620,   39,   25,   27,   40,   15,   10,    1,   70,   15,  158,   77,    3,  217,   14,   50,    6,   37,   22, 1923,    0,    0,    0,    1,10196,10228,    1,10163,   22,    3,    3,   81,   14,    7,   78,   99,    3,   53,   13,   32
  215,20240621,  295,   14,   23,   40,   10,   10,    1,   60,   18,  150,  113,   23,  176,   11,   82,   24,    7,    4,  642,   43,   30,   11,   14,10129,10159,    1,10113,   24,   36,   21,   70,    9,    7,   91,   98,    4,   82,    8,   11
  215,20240622,  263,   40,   43,   70,    8,   10,   21,  100,    6,  163,  121,    2,  194,   13,   99,   24,  119,   71, 2602,    0,   -1,   -1,    1,10135,10167,   24,10107,    4,   16,   24,   75,   12,    5,   82,   98,   24,   70,   17,   44
  215,20240623,  277,   19,   25,   60,   13,    0,   24,   80,   13,  171,  111,    2,  226,   12,   80,    6,  153,   91, 3017,    0,    0,    0,    1,10198,10216,   23,10169,    1,    1,    1,   81,   14,    1,   81,   99,    1,   58,   14,   52
  215,20240624,  335,   12,   21,   50,   15,    0,    1,   80,   12,  183,  104,    4,  242,   12,   83,    6,  154,   92, 2967,    0,    0,    0,    1,10201,10216,    1,10182,   24,    0,    1,   80,    8,    0,   79,   99,    1,   52,   11,   52
  215,20240625,   22,   25,   34,   60,   13,   10,    5,   90,   14,  223,  159,    4,  275,   12,  134,    6,  150,   89, 2893,    0,    0,    0,    1,10156,10179,    1,10135,   18,   65,   21,   80,    9,    1,   71,   92,   21,   49,   10,   55
  215,20240626,   51,   12,   25,   40,   11,   10,   22,   80,   12,  234,  168,   24,  297,   16,  140,   24,  155,   93, 2949,    0,    0,    0,    1,10110,10133,    1,10088,   24,    6,   23,   81,   10,    0,   70,   98,   23,   45,   15,   57
  215,20240627,  248,   38,   40,   70,   17,   10,    1,  110,   17,  211,  165,    2,  276,   15,  130,    6,  117,   70, 2698,    0,    0,    0,    1,10088,10108,   24,10081,   15,   30,    2,   81,   14,    4,   71,   99,    1,   48,   14,   50
  215,20240628,  260,   47,   48,   80,   14,   10,   22,  120,   11,  167,  125,   23,  200,   12,   91,   24,  139,   83, 2797,    0,    0,    0,    1,10158,10184,   21,10111,    1,    3,   24,   80,   16,    5,   73,   99,   24,   58,   16,   48
  215,20240629,  338,   20,   29,   50,   14,    0,    4,   80,   16,  172,  100,    4,  216,   12,   80,    6,  104,   62, 2658,    0,   -1,   -1,    1,10137,10174,    1,10084,   24,    0,    2,   81,   24,    7,   78,  100,    4,   61,   12,   46
